beep,pulseRate,pulseWaveform,bloodSpO2,time,
False,100,195,97,2018-06-12 12:27:21.722955,
False,100,199,97,2018-06-12 12:27:21.739574,
False,100,200,97,2018-06-12 12:27:21.756274,
False,100,199,97,2018-06-12 12:27:21.772962,
False,100,198,97,2018-06-12 12:27:21.789566,
True,100,195,97,2018-06-12 12:27:21.806246,
True,100,191,97,2018-06-12 12:27:21.822943,
False,100,187,97,2018-06-12 12:27:21.839567,
False,100,183,97,2018-06-12 12:27:21.856248,
False,100,180,97,2018-06-12 12:27:21.872951,
False,100,177,97,2018-06-12 12:27:21.889579,
False,100,176,97,2018-06-12 12:27:21.906260,
False,100,175,97,2018-06-12 12:27:21.922944,
False,100,175,97,2018-06-12 12:27:21.939578,
False,100,174,97,2018-06-12 12:27:21.956260,
False,100,173,97,2018-06-12 12:27:21.972960,
False,100,173,97,2018-06-12 12:27:21.989572,
False,100,171,97,2018-06-12 12:27:22.006283,
False,100,169,97,2018-06-12 12:27:22.022961,
False,100,167,97,2018-06-12 12:27:22.039582,
False,100,165,97,2018-06-12 12:27:22.056265,
False,100,163,97,2018-06-12 12:27:22.072973,
False,100,161,97,2018-06-12 12:27:22.089591,
False,100,160,97,2018-06-12 12:27:22.106242,
False,100,159,97,2018-06-12 12:27:22.122958,
False,100,158,97,2018-06-12 12:27:22.139583,
False,100,158,97,2018-06-12 12:27:22.156255,
False,100,157,97,2018-06-12 12:27:22.172953,
False,100,158,97,2018-06-12 12:27:22.189580,
False,100,160,97,2018-06-12 12:27:22.206256,
False,100,165,97,2018-06-12 12:27:22.222961,
False,100,171,97,2018-06-12 12:27:22.239573,
False,100,179,97,2018-06-12 12:27:22.256238,
False,100,187,97,2018-06-12 12:27:22.272964,
False,100,196,97,2018-06-12 12:27:22.289555,
False,100,203,97,2018-06-12 12:27:22.306243,
False,100,207,97,2018-06-12 12:27:22.322972,
False,100,209,97,2018-06-12 12:27:22.339559,
False,100,209,97,2018-06-12 12:27:22.356311,
False,100,207,97,2018-06-12 12:27:22.373090,
False,100,205,97,2018-06-12 12:27:22.389640,
True,100,202,98,2018-06-12 12:27:22.406252,
True,100,199,98,2018-06-12 12:27:22.422947,
False,100,196,98,2018-06-12 12:27:22.439610,
False,100,193,98,2018-06-12 12:27:22.456280,
False,100,191,98,2018-06-12 12:27:22.472927,
False,100,189,98,2018-06-12 12:27:22.489566,
False,100,188,98,2018-06-12 12:27:22.506256,
False,100,187,98,2018-06-12 12:27:22.522898,
False,100,187,98,2018-06-12 12:27:22.539573,
False,100,186,98,2018-06-12 12:27:22.556267,
False,100,185,98,2018-06-12 12:27:22.572937,
False,100,184,98,2018-06-12 12:27:22.589613,
False,100,182,98,2018-06-12 12:27:22.606281,
False,100,179,98,2018-06-12 12:27:22.622906,
False,100,177,98,2018-06-12 12:27:22.639583,
False,100,175,98,2018-06-12 12:27:22.656226,
False,100,172,98,2018-06-12 12:27:22.672931,
False,100,169,98,2018-06-12 12:27:22.689571,
False,100,168,98,2018-06-12 12:27:22.706241,
False,100,166,98,2018-06-12 12:27:22.722903,
False,100,165,98,2018-06-12 12:27:22.739608,
False,100,164,98,2018-06-12 12:27:22.756219,
False,100,164,98,2018-06-12 12:27:22.772888,
False,100,167,98,2018-06-12 12:27:22.789572,
False,100,171,98,2018-06-12 12:27:22.806218,
False,100,178,98,2018-06-12 12:27:22.822905,
False,100,187,98,2018-06-12 12:27:22.839591,
False,100,196,98,2018-06-12 12:27:22.856239,
False,100,205,98,2018-06-12 12:27:22.872900,
False,100,212,98,2018-06-12 12:27:22.889564,
False,100,217,98,2018-06-12 12:27:22.906218,
False,100,220,98,2018-06-12 12:27:22.922900,
False,100,220,98,2018-06-12 12:27:22.939556,
False,100,219,98,2018-06-12 12:27:22.956230,
False,100,217,98,2018-06-12 12:27:22.972905,
False,100,214,98,2018-06-12 12:27:22.989560,
True,99,211,99,2018-06-12 12:27:23.006298,
True,99,207,99,2018-06-12 12:27:23.022922,
False,99,204,99,2018-06-12 12:27:23.039563,
False,99,201,99,2018-06-12 12:27:23.056281,
False,99,199,99,2018-06-12 12:27:23.072880,
False,99,197,99,2018-06-12 12:27:23.089563,
False,99,196,99,2018-06-12 12:27:23.106233,
False,99,195,99,2018-06-12 12:27:23.122884,
False,99,194,99,2018-06-12 12:27:23.139557,
False,99,193,99,2018-06-12 12:27:23.156239,
False,99,191,99,2018-06-12 12:27:23.172893,
False,99,190,99,2018-06-12 12:27:23.189561,
False,99,187,99,2018-06-12 12:27:23.206223,
False,99,185,99,2018-06-12 12:27:23.222873,
False,99,183,99,2018-06-12 12:27:23.239612,
False,99,181,99,2018-06-12 12:27:23.256212,
False,99,179,99,2018-06-12 12:27:23.272887,
False,99,178,99,2018-06-12 12:27:23.289560,
False,99,176,99,2018-06-12 12:27:23.306221,
False,99,175,99,2018-06-12 12:27:23.322878,
False,99,174,99,2018-06-12 12:27:23.339568,
False,99,174,99,2018-06-12 12:27:23.356213,
False,99,176,99,2018-06-12 12:27:23.372911,
False,99,180,99,2018-06-12 12:27:23.389572,
False,99,186,99,2018-06-12 12:27:23.406214,
False,99,194,99,2018-06-12 12:27:23.422930,
False,99,202,99,2018-06-12 12:27:23.439570,
False,99,211,99,2018-06-12 12:27:23.456249,
False,99,217,99,2018-06-12 12:27:23.472943,
False,99,221,99,2018-06-12 12:27:23.489556,
False,99,224,99,2018-06-12 12:27:23.506233,
False,99,223,99,2018-06-12 12:27:23.522890,
False,99,222,99,2018-06-12 12:27:23.539552,
False,99,219,99,2018-06-12 12:27:23.556260,
False,99,216,99,2018-06-12 12:27:23.572933,
True,99,213,98,2018-06-12 12:27:23.589541,
True,99,209,98,2018-06-12 12:27:23.606222,
False,99,206,98,2018-06-12 12:27:23.622892,
False,99,203,98,2018-06-12 12:27:23.639562,
False,99,200,98,2018-06-12 12:27:23.656221,
False,99,198,98,2018-06-12 12:27:23.672883,
False,99,196,98,2018-06-12 12:27:23.689558,
False,99,195,98,2018-06-12 12:27:23.706228,
False,99,193,98,2018-06-12 12:27:23.722869,
False,99,192,98,2018-06-12 12:27:23.739554,
False,99,190,98,2018-06-12 12:27:23.756266,
False,99,188,98,2018-06-12 12:27:23.772875,
False,99,186,98,2018-06-12 12:27:23.789553,
False,99,183,98,2018-06-12 12:27:23.806227,
False,99,181,98,2018-06-12 12:27:23.822867,
False,99,179,98,2018-06-12 12:27:23.839596,
False,99,177,98,2018-06-12 12:27:23.856233,
False,99,175,98,2018-06-12 12:27:23.872874,
False,99,173,98,2018-06-12 12:27:23.889602,
False,99,171,98,2018-06-12 12:27:23.906200,
False,99,170,98,2018-06-12 12:27:23.922908,
False,99,168,98,2018-06-12 12:27:23.939544,
False,99,168,98,2018-06-12 12:27:23.956203,
False,99,168,98,2018-06-12 12:27:23.972883,
False,99,171,98,2018-06-12 12:27:23.989559,
False,99,176,98,2018-06-12 12:27:24.006214,
False,99,183,98,2018-06-12 12:27:24.022885,
False,99,191,98,2018-06-12 12:27:24.039562,
False,99,199,98,2018-06-12 12:27:24.056242,
False,99,206,98,2018-06-12 12:27:24.072864,
False,99,210,98,2018-06-12 12:27:24.089530,
False,99,213,98,2018-06-12 12:27:24.106229,
False,99,213,98,2018-06-12 12:27:24.122879,
False,99,212,98,2018-06-12 12:27:24.139524,
False,99,208,98,2018-06-12 12:27:24.156196,
True,99,205,98,2018-06-12 12:27:24.172894,
True,99,201,98,2018-06-12 12:27:24.189535,
False,99,197,98,2018-06-12 12:27:24.206245,
False,99,193,98,2018-06-12 12:27:24.222886,
False,99,189,98,2018-06-12 12:27:24.239542,
False,99,187,98,2018-06-12 12:27:24.256219,
False,99,185,98,2018-06-12 12:27:24.272885,
False,99,183,98,2018-06-12 12:27:24.289532,
False,99,182,98,2018-06-12 12:27:24.306230,
False,99,181,98,2018-06-12 12:27:24.322864,
False,99,180,98,2018-06-12 12:27:24.339533,
False,99,179,98,2018-06-12 12:27:24.356209,
False,99,177,98,2018-06-12 12:27:24.372872,
False,99,175,98,2018-06-12 12:27:24.389551,
False,99,174,98,2018-06-12 12:27:24.406216,
False,99,171,98,2018-06-12 12:27:24.422882,
False,99,168,98,2018-06-12 12:27:24.439540,
False,99,167,98,2018-06-12 12:27:24.456213,
False,99,165,98,2018-06-12 12:27:24.472878,
False,99,162,98,2018-06-12 12:27:24.489559,
False,99,161,98,2018-06-12 12:27:24.506218,
False,99,159,98,2018-06-12 12:27:24.522870,
False,99,158,98,2018-06-12 12:27:24.539589,
False,99,157,98,2018-06-12 12:27:24.556186,
False,99,157,98,2018-06-12 12:27:24.572910,
False,99,160,98,2018-06-12 12:27:24.589538,
False,99,164,98,2018-06-12 12:27:24.606189,
False,99,170,98,2018-06-12 12:27:24.622878,
False,99,178,98,2018-06-12 12:27:24.639550,
False,99,187,98,2018-06-12 12:27:24.656192,
False,99,196,98,2018-06-12 12:27:24.672874,
False,99,203,98,2018-06-12 12:27:24.689546,
False,99,207,98,2018-06-12 12:27:24.706200,
False,99,210,98,2018-06-12 12:27:24.722875,
False,99,210,98,2018-06-12 12:27:24.739525,
False,99,208,98,2018-06-12 12:27:24.756213,
False,99,205,98,2018-06-12 12:27:24.772875,
True,99,201,98,2018-06-12 12:27:24.789530,
True,99,197,98,2018-06-12 12:27:24.806250,
False,99,193,98,2018-06-12 12:27:24.822872,
False,99,189,98,2018-06-12 12:27:24.839537,
False,99,185,98,2018-06-12 12:27:24.856222,
False,99,183,98,2018-06-12 12:27:24.872912,
False,99,181,98,2018-06-12 12:27:24.889529,
False,99,179,98,2018-06-12 12:27:24.906206,
False,99,177,98,2018-06-12 12:27:24.922851,
False,99,176,98,2018-06-12 12:27:24.939516,
False,99,173,98,2018-06-12 12:27:24.956217,
False,99,171,98,2018-06-12 12:27:24.972847,
False,99,169,98,2018-06-12 12:27:24.989524,
False,99,167,98,2018-06-12 12:27:25.006227,
False,99,164,98,2018-06-12 12:27:25.022880,
False,99,162,98,2018-06-12 12:27:25.039546,
False,99,159,98,2018-06-12 12:27:25.056194,
False,99,157,98,2018-06-12 12:27:25.072850,
False,99,155,98,2018-06-12 12:27:25.089539,
False,99,153,98,2018-06-12 12:27:25.106199,
False,99,151,98,2018-06-12 12:27:25.122853,
False,99,149,98,2018-06-12 12:27:25.139517,
False,99,148,98,2018-06-12 12:27:25.156175,
False,99,147,98,2018-06-12 12:27:25.172845,
False,99,148,98,2018-06-12 12:27:25.189522,
False,99,152,98,2018-06-12 12:27:25.206179,
False,99,157,98,2018-06-12 12:27:25.222871,
False,99,165,98,2018-06-12 12:27:25.239555,
False,99,174,98,2018-06-12 12:27:25.256219,
False,99,184,98,2018-06-12 12:27:25.272859,
False,99,194,98,2018-06-12 12:27:25.289529,
False,99,203,98,2018-06-12 12:27:25.306215,
False,99,208,98,2018-06-12 12:27:25.322902,
False,99,212,98,2018-06-12 12:27:25.339549,
False,99,213,98,2018-06-12 12:27:25.356186,
False,99,212,98,2018-06-12 12:27:25.372861,
False,99,209,98,2018-06-12 12:27:25.389507,
True,99,206,98,2018-06-12 12:27:25.406186,
True,99,201,98,2018-06-12 12:27:25.422850,
False,99,197,98,2018-06-12 12:27:25.439541,
False,99,193,98,2018-06-12 12:27:25.456223,
False,99,189,98,2018-06-12 12:27:25.472869,
False,99,186,98,2018-06-12 12:27:25.489509,
False,99,184,98,2018-06-12 12:27:25.506191,
False,99,183,98,2018-06-12 12:27:25.522843,
False,99,181,98,2018-06-12 12:27:25.539519,
False,99,181,98,2018-06-12 12:27:25.556185,
False,99,181,98,2018-06-12 12:27:25.572844,
False,99,180,98,2018-06-12 12:27:25.589516,
False,99,180,98,2018-06-12 12:27:25.606181,
False,99,179,98,2018-06-12 12:27:25.622838,
False,99,179,98,2018-06-12 12:27:25.639566,
False,99,177,98,2018-06-12 12:27:25.656228,
False,99,175,98,2018-06-12 12:27:25.672847,
False,99,172,98,2018-06-12 12:27:25.689523,
False,99,168,98,2018-06-12 12:27:25.706201,
False,99,165,98,2018-06-12 12:27:25.722854,
False,99,161,98,2018-06-12 12:27:25.739535,
False,99,157,98,2018-06-12 12:27:25.756171,
False,99,154,98,2018-06-12 12:27:25.772847,
False,99,151,98,2018-06-12 12:27:25.789526,
False,99,151,98,2018-06-12 12:27:25.806204,
False,99,153,98,2018-06-12 12:27:25.822846,
False,99,158,98,2018-06-12 12:27:25.839516,
False,99,166,98,2018-06-12 12:27:25.856186,
False,99,174,98,2018-06-12 12:27:25.872848,
False,99,184,98,2018-06-12 12:27:25.889512,
False,99,193,98,2018-06-12 12:27:25.906188,
False,99,201,98,2018-06-12 12:27:25.922847,
False,99,206,98,2018-06-12 12:27:25.939499,
False,99,208,98,2018-06-12 12:27:25.956173,
False,99,208,98,2018-06-12 12:27:25.972857,
False,99,206,98,2018-06-12 12:27:25.989506,
False,99,203,98,2018-06-12 12:27:26.006196,
True,99,198,98,2018-06-12 12:27:26.022872,
True,99,194,98,2018-06-12 12:27:26.039528,
False,99,189,98,2018-06-12 12:27:26.056178,
False,99,184,98,2018-06-12 12:27:26.072855,
False,99,179,98,2018-06-12 12:27:26.089503,
False,99,176,98,2018-06-12 12:27:26.106194,
False,99,174,98,2018-06-12 12:27:26.122850,
False,99,173,98,2018-06-12 12:27:26.139508,
False,99,172,98,2018-06-12 12:27:26.156177,
False,99,172,98,2018-06-12 12:27:26.172825,
False,99,171,98,2018-06-12 12:27:26.189498,
False,99,170,98,2018-06-12 12:27:26.206184,
False,99,168,98,2018-06-12 12:27:26.222835,
False,99,166,98,2018-06-12 12:27:26.239505,
False,99,164,98,2018-06-12 12:27:26.256188,
False,99,161,98,2018-06-12 12:27:26.272832,
False,99,159,98,2018-06-12 12:27:26.289510,
False,99,157,98,2018-06-12 12:27:26.306278,
False,99,155,98,2018-06-12 12:27:26.322868,
False,99,154,98,2018-06-12 12:27:26.339516,
False,99,152,98,2018-06-12 12:27:26.356167,
False,99,151,98,2018-06-12 12:27:26.372857,
False,99,149,98,2018-06-12 12:27:26.389518,
False,99,149,98,2018-06-12 12:27:26.406153,
False,99,149,98,2018-06-12 12:27:26.422827,
False,99,150,98,2018-06-12 12:27:26.439535,
False,99,154,98,2018-06-12 12:27:26.456199,
False,99,160,98,2018-06-12 12:27:26.472854,
False,99,168,98,2018-06-12 12:27:26.489530,
False,99,178,98,2018-06-12 12:27:26.506186,
False,99,187,98,2018-06-12 12:27:26.522835,
False,99,194,98,2018-06-12 12:27:26.539512,
False,99,200,98,2018-06-12 12:27:26.556165,
False,99,203,98,2018-06-12 12:27:26.572860,
False,99,203,98,2018-06-12 12:27:26.589484,
False,99,202,98,2018-06-12 12:27:26.606160,
False,99,200,98,2018-06-12 12:27:26.622852,
True,99,197,98,2018-06-12 12:27:26.639498,
True,99,193,98,2018-06-12 12:27:26.656186,
False,99,190,98,2018-06-12 12:27:26.672843,
False,99,187,98,2018-06-12 12:27:26.689502,
False,99,183,98,2018-06-12 12:27:26.706170,
False,99,180,98,2018-06-12 12:27:26.722841,
False,99,179,98,2018-06-12 12:27:26.739500,
False,99,177,98,2018-06-12 12:27:26.756187,
False,99,177,98,2018-06-12 12:27:26.772863,
False,99,175,98,2018-06-12 12:27:26.789479,
False,99,175,98,2018-06-12 12:27:26.806174,
False,99,173,98,2018-06-12 12:27:26.822807,
False,99,171,98,2018-06-12 12:27:26.839494,
False,99,169,98,2018-06-12 12:27:26.856166,
False,99,167,98,2018-06-12 12:27:26.872819,
False,99,165,98,2018-06-12 12:27:26.889507,
False,99,162,98,2018-06-12 12:27:26.906178,
False,99,159,98,2018-06-12 12:27:26.922837,
False,99,157,98,2018-06-12 12:27:26.939501,
False,99,154,98,2018-06-12 12:27:26.956172,
False,99,152,98,2018-06-12 12:27:26.972819,
False,99,149,98,2018-06-12 12:27:26.989538,
False,99,147,98,2018-06-12 12:27:27.006162,
False,99,145,98,2018-06-12 12:27:27.022833,
False,99,144,98,2018-06-12 12:27:27.039506,
False,99,144,98,2018-06-12 12:27:27.056150,
False,99,147,98,2018-06-12 12:27:27.072860,
False,99,152,98,2018-06-12 12:27:27.089498,
False,99,160,98,2018-06-12 12:27:27.106179,
False,99,168,98,2018-06-12 12:27:27.122831,
False,99,178,98,2018-06-12 12:27:27.139495,
False,99,187,98,2018-06-12 12:27:27.156189,
False,99,194,98,2018-06-12 12:27:27.172807,
False,99,199,98,2018-06-12 12:27:27.189493,
False,99,200,98,2018-06-12 12:27:27.206155,
False,99,200,98,2018-06-12 12:27:27.222838,
False,99,199,98,2018-06-12 12:27:27.239484,
True,99,196,97,2018-06-12 12:27:27.256158,
True,99,193,97,2018-06-12 12:27:27.272843,
False,99,190,97,2018-06-12 12:27:27.289473,
False,99,186,97,2018-06-12 12:27:27.306155,
False,99,183,97,2018-06-12 12:27:27.322837,
False,99,179,97,2018-06-12 12:27:27.339530,
False,99,177,97,2018-06-12 12:27:27.356158,
False,99,175,97,2018-06-12 12:27:27.372854,
False,99,173,97,2018-06-12 12:27:27.389487,
False,99,172,97,2018-06-12 12:27:27.406161,
False,99,170,97,2018-06-12 12:27:27.422813,
False,99,168,97,2018-06-12 12:27:27.439491,
False,99,167,97,2018-06-12 12:27:27.456199,
False,99,165,97,2018-06-12 12:27:27.472822,
False,99,162,97,2018-06-12 12:27:27.489495,
False,99,159,97,2018-06-12 12:27:27.506181,
False,99,157,97,2018-06-12 12:27:27.522803,
False,99,155,97,2018-06-12 12:27:27.539485,
False,99,153,97,2018-06-12 12:27:27.556149,
False,99,151,97,2018-06-12 12:27:27.572829,
False,99,149,97,2018-06-12 12:27:27.589488,
False,99,148,97,2018-06-12 12:27:27.606156,
False,99,147,97,2018-06-12 12:27:27.622806,
False,99,146,97,2018-06-12 12:27:27.639537,
False,99,146,97,2018-06-12 12:27:27.656159,
False,99,148,97,2018-06-12 12:27:27.672865,
False,99,151,97,2018-06-12 12:27:27.689511,
False,99,157,97,2018-06-12 12:27:27.706162,
False,99,165,97,2018-06-12 12:27:27.722820,
False,99,173,97,2018-06-12 12:27:27.739487,
False,99,182,97,2018-06-12 12:27:27.756138,
False,99,190,97,2018-06-12 12:27:27.772816,
False,99,196,97,2018-06-12 12:27:27.789502,
False,99,199,97,2018-06-12 12:27:27.806201,
False,99,200,97,2018-06-12 12:27:27.822874,
False,99,200,97,2018-06-12 12:27:27.839502,
False,99,199,97,2018-06-12 12:27:27.856212,
False,99,197,97,2018-06-12 12:27:27.872829,
True,99,193,98,2018-06-12 12:27:27.889503,
True,99,190,98,2018-06-12 12:27:27.906154,
False,99,186,98,2018-06-12 12:27:27.922867,
False,99,182,98,2018-06-12 12:27:27.939474,
False,99,179,98,2018-06-12 12:27:27.956148,
False,99,176,98,2018-06-12 12:27:27.972823,
False,99,174,98,2018-06-12 12:27:27.989503,
False,99,173,98,2018-06-12 12:27:28.006214,
False,99,173,98,2018-06-12 12:27:28.022824,
False,99,172,98,2018-06-12 12:27:28.039478,
False,99,170,98,2018-06-12 12:27:28.056164,
False,99,169,98,2018-06-12 12:27:28.072818,
False,99,168,98,2018-06-12 12:27:28.089482,
False,99,166,98,2018-06-12 12:27:28.106184,
False,99,164,98,2018-06-12 12:27:28.122832,
False,99,161,98,2018-06-12 12:27:28.139469,
False,99,159,98,2018-06-12 12:27:28.156151,
False,99,156,98,2018-06-12 12:27:28.172800,
False,99,154,98,2018-06-12 12:27:28.189484,
False,99,152,98,2018-06-12 12:27:28.206126,
False,99,149,98,2018-06-12 12:27:28.222834,
False,99,148,98,2018-06-12 12:27:28.239486,
False,99,147,98,2018-06-12 12:27:28.256134,
False,99,147,98,2018-06-12 12:27:28.272798,
False,99,148,98,2018-06-12 12:27:28.289480,
False,99,152,98,2018-06-12 12:27:28.306179,
False,99,158,98,2018-06-12 12:27:28.322836,
False,99,167,98,2018-06-12 12:27:28.339478,
False,99,175,98,2018-06-12 12:27:28.356131,
False,99,185,98,2018-06-12 12:27:28.372804,
False,99,193,98,2018-06-12 12:27:28.389502,
False,99,199,98,2018-06-12 12:27:28.406128,
False,99,203,98,2018-06-12 12:27:28.422846,
False,99,204,98,2018-06-12 12:27:28.439458,
False,99,203,98,2018-06-12 12:27:28.456169,
False,99,201,98,2018-06-12 12:27:28.472857,
True,99,197,98,2018-06-12 12:27:28.489470,
True,99,192,98,2018-06-12 12:27:28.506154,
False,99,188,98,2018-06-12 12:27:28.522808,
False,99,184,98,2018-06-12 12:27:28.539449,
False,99,181,98,2018-06-12 12:27:28.556129,
False,99,179,98,2018-06-12 12:27:28.572811,
False,99,177,98,2018-06-12 12:27:28.589463,
False,99,177,98,2018-06-12 12:27:28.606127,
False,99,177,98,2018-06-12 12:27:28.622783,
False,99,176,98,2018-06-12 12:27:28.639465,
False,99,175,98,2018-06-12 12:27:28.656131,
False,99,172,98,2018-06-12 12:27:28.672785,
False,99,169,98,2018-06-12 12:27:28.689477,
False,99,167,98,2018-06-12 12:27:28.706156,
False,99,163,98,2018-06-12 12:27:28.722784,
False,99,160,98,2018-06-12 12:27:28.739480,
False,99,157,98,2018-06-12 12:27:28.756160,
False,99,155,98,2018-06-12 12:27:28.772809,
False,99,153,98,2018-06-12 12:27:28.789490,
False,99,151,98,2018-06-12 12:27:28.806140,
False,99,150,98,2018-06-12 12:27:28.822789,
False,99,148,98,2018-06-12 12:27:28.839473,
False,99,146,98,2018-06-12 12:27:28.856123,
False,99,145,98,2018-06-12 12:27:28.872796,
False,99,145,98,2018-06-12 12:27:28.889458,
False,99,147,98,2018-06-12 12:27:28.906131,
False,99,151,98,2018-06-12 12:27:28.922785,
False,99,157,98,2018-06-12 12:27:28.939468,
False,99,164,98,2018-06-12 12:27:28.956122,
False,99,171,98,2018-06-12 12:27:28.972809,
False,99,180,98,2018-06-12 12:27:28.989477,
False,99,186,98,2018-06-12 12:27:29.006137,
False,99,190,98,2018-06-12 12:27:29.022793,
False,99,192,98,2018-06-12 12:27:29.039474,
False,99,192,98,2018-06-12 12:27:29.056136,
False,99,190,98,2018-06-12 12:27:29.072801,
True,100,187,98,2018-06-12 12:27:29.089447,
True,100,183,98,2018-06-12 12:27:29.106127,
False,100,180,98,2018-06-12 12:27:29.122811,
False,100,177,98,2018-06-12 12:27:29.139472,
False,100,174,98,2018-06-12 12:27:29.156136,
False,100,172,98,2018-06-12 12:27:29.172804,
False,100,171,98,2018-06-12 12:27:29.189443,
False,100,170,98,2018-06-12 12:27:29.206131,
False,100,170,98,2018-06-12 12:27:29.222780,
False,100,169,98,2018-06-12 12:27:29.239500,
False,100,169,98,2018-06-12 12:27:29.256123,
False,100,169,98,2018-06-12 12:27:29.272775,
False,100,168,98,2018-06-12 12:27:29.289460,
False,100,167,98,2018-06-12 12:27:29.306128,
False,100,166,98,2018-06-12 12:27:29.322781,
False,100,165,98,2018-06-12 12:27:29.339467,
False,100,163,98,2018-06-12 12:27:29.356125,
False,100,161,98,2018-06-12 12:27:29.372800,
False,100,159,98,2018-06-12 12:27:29.389462,
False,100,158,98,2018-06-12 12:27:29.406133,
False,100,156,98,2018-06-12 12:27:29.422789,
False,100,154,98,2018-06-12 12:27:29.439462,
False,100,153,98,2018-06-12 12:27:29.456133,
False,100,151,98,2018-06-12 12:27:29.472784,
False,100,150,98,2018-06-12 12:27:29.489502,
False,100,150,98,2018-06-12 12:27:29.506134,
False,100,152,98,2018-06-12 12:27:29.522791,
False,100,157,98,2018-06-12 12:27:29.539459,
False,100,163,98,2018-06-12 12:27:29.556142,
False,100,171,98,2018-06-12 12:27:29.572791,
False,100,180,98,2018-06-12 12:27:29.589464,
False,100,187,98,2018-06-12 12:27:29.606122,
False,100,192,98,2018-06-12 12:27:29.622806,
False,100,195,98,2018-06-12 12:27:29.639475,
False,100,196,98,2018-06-12 12:27:29.656137,
False,100,194,98,2018-06-12 12:27:29.672785,
True,99,191,98,2018-06-12 12:27:29.689442,
True,99,188,98,2018-06-12 12:27:29.706145,
False,99,183,98,2018-06-12 12:27:29.722794,
False,99,179,98,2018-06-12 12:27:29.739457,
False,99,174,98,2018-06-12 12:27:29.756181,
False,99,171,98,2018-06-12 12:27:29.772797,
False,99,168,98,2018-06-12 12:27:29.789442,
False,99,167,98,2018-06-12 12:27:29.806158,
False,99,166,98,2018-06-12 12:27:29.822795,
False,99,165,98,2018-06-12 12:27:29.839443,
False,99,164,98,2018-06-12 12:27:29.856147,
False,99,163,98,2018-06-12 12:27:29.872764,
False,99,161,98,2018-06-12 12:27:29.889439,
False,99,159,98,2018-06-12 12:27:29.906174,
False,99,157,98,2018-06-12 12:27:29.922791,
False,99,154,98,2018-06-12 12:27:29.939467,
False,99,152,98,2018-06-12 12:27:29.956150,
False,99,151,98,2018-06-12 12:27:29.972790,
False,99,149,98,2018-06-12 12:27:29.989490,
False,99,147,98,2018-06-12 12:27:30.006186,
False,99,146,98,2018-06-12 12:27:30.022779,
False,99,143,98,2018-06-12 12:27:30.039438,
False,99,142,98,2018-06-12 12:27:30.056141,
False,99,140,98,2018-06-12 12:27:30.072774,
False,99,139,98,2018-06-12 12:27:30.089460,
